asset,metric,phase,feature,importance
bitcoin,volatility,phase3,scores__business_entrepreneurs,0.07037926
bitcoin,volatility,phase3,scores__celebrity_pop_culture,0.001285553
bitcoin,volatility,phase3,scores__diaries_daily_life,-0.05870819
bitcoin,volatility,phase3,scores__family,-0.020507812
bitcoin,volatility,phase3,scores__fashion_style,-0.002292633
bitcoin,volatility,phase3,scores__film_tv_video,0.021383286
bitcoin,volatility,phase3,scores__fitness_&_health,0.009492874
bitcoin,volatility,phase3,scores__food_&_dining,-0.002090454
bitcoin,volatility,phase3,scores__gaming,0.03543663
bitcoin,volatility,phase3,scores__learning_educational,-0.0030059814
bitcoin,volatility,phase3,scores__music,-0.014087677
bitcoin,volatility,phase3,scores__other_hobbies,0.028232574
bitcoin,volatility,phase3,scores__relationships,-0.04752922
bitcoin,volatility,phase3,scores__science_technology,0.003982544
bitcoin,volatility,phase3,scores__sports,0.01304245
bitcoin,volatility,phase3,scores__travel_adventure,0.016040802
bitcoin,volatility,phase3,scores__youth_student_life,0.06648445
bitcoin,volatility,phase3,counts__tweet_count,0.015377045
bitcoin,volatility,phase3,counts__nlp_tweet_count,0.22076797
bitcoin,volatility,phase3,counts__tesla,0.035799026
bitcoin,volatility,phase3,counts__stock,-0.035612106
bitcoin,volatility,phase3,counts__market,0.07598877
bitcoin,volatility,phase3,counts__price,0.03952217
bitcoin,volatility,phase3,counts__profit,-0.06491089
bitcoin,volatility,phase3,counts__loss,0.03661728
bitcoin,volatility,phase3,counts__revenue,-0.038333893
bitcoin,volatility,phase3,counts__inflation,0.124536514
bitcoin,volatility,phase3,counts__interest,-0.045949936
bitcoin,volatility,phase3,counts__bitcoin,-0.0023918152
bitcoin,volatility,phase3,counts__dogecoin,0.0
bitcoin,volatility,phase3,counts__crypto,-0.0016803741
bitcoin,volatility,phase3,counts__ethereum,0.0
bitcoin,volatility,phase3,counts__spacex,-0.009307861
bitcoin,volatility,phase3,counts__model,-0.3508129
bitcoin,volatility,phase3,counts__cybertruck,0.0062179565
bitcoin,volatility,phase3,counts__starship,0.02524376
bitcoin,volatility,phase3,counts__buy,0.032514572
bitcoin,volatility,phase3,counts__sell,0.010622025
bitcoin,volatility,phase3,counts__likeCount,0.034770966
bitcoin,volatility,phase3,counts__quoteCount,-0.0019283295
bitcoin,volatility,phase3,counts__retweetCount,-0.09093475
bitcoin,volatility,phase3,counts__replyCount,-0.112888336
bitcoin,volatility,phase3,scores__neg,0.035152435
bitcoin,volatility,phase3,scores__neu,0.122528076
bitcoin,volatility,phase3,scores__pos,0.08740997
bitcoin,volatility,phase3,scores__anger,-0.0903492
bitcoin,volatility,phase3,scores__disgust,-0.009342194
bitcoin,volatility,phase3,scores__fear,0.16359901
bitcoin,volatility,phase3,scores__joy,-0.051221848
bitcoin,volatility,phase3,scores__neutral,-0.056272507
bitcoin,volatility,phase3,scores__sadness,0.14715958
bitcoin,volatility,phase3,scores__surprise,0.06102562
bitcoin,volatility,phase3,scores__news_social_concern,0.04152298
bitcoin,volatility,phase3,binary__no_tweets,0.0
bitcoin,volatility,phase4,scores__Extroversion,-0.04061699
bitcoin,volatility,phase4,scores__Neuroticism,0.61478615
bitcoin,volatility,phase4,scores__Agreeableness,-0.1617012
bitcoin,volatility,phase4,scores__Conscientiousness,0.6714401
bitcoin,volatility,phase4,scores__Openness,-0.005929947
bitcoin,volatility,phase4,scores__arts_culture,-0.107910156
bitcoin,volatility,phase4,scores__business_entrepreneurs,-0.3940773
bitcoin,volatility,phase4,scores__celebrity_pop_culture,-0.060113907
bitcoin,volatility,phase4,scores__diaries_daily_life,-0.017642975
bitcoin,volatility,phase4,scores__family,0.0013046265
bitcoin,volatility,phase4,scores__fashion_style,-0.2069645
bitcoin,volatility,phase4,scores__film_tv_video,0.12220764
bitcoin,volatility,phase4,scores__fitness_&_health,-0.27765846
bitcoin,volatility,phase4,scores__food_&_dining,0.011297226
bitcoin,volatility,phase4,scores__gaming,0.00063705444
bitcoin,volatility,phase4,scores__learning_educational,-0.51722336
bitcoin,volatility,phase4,scores__music,-0.012298584
bitcoin,volatility,phase4,scores__other_hobbies,-0.23602295
bitcoin,volatility,phase4,scores__relationships,-0.09422493
bitcoin,volatility,phase4,scores__science_technology,-0.009672165
bitcoin,volatility,phase4,scores__sports,0.0021591187
bitcoin,volatility,phase4,scores__travel_adventure,0.23491287
bitcoin,volatility,phase4,scores__youth_student_life,-0.24840355
bitcoin,volatility,phase4,counts__tweet_count,-0.026309967
bitcoin,volatility,phase4,counts__nlp_tweet_count,-0.049783707
bitcoin,volatility,phase4,counts__tesla,-0.43676186
bitcoin,volatility,phase4,counts__stock,0.093193054
bitcoin,volatility,phase4,counts__market,0.010057449
bitcoin,volatility,phase4,counts__price,0.012489319
bitcoin,volatility,phase4,counts__profit,0.018350601
bitcoin,volatility,phase4,counts__loss,0.010429382
bitcoin,volatility,phase4,counts__revenue,0.017778397
bitcoin,volatility,phase4,counts__inflation,-0.008266449
bitcoin,volatility,phase4,counts__interest,0.017837524
bitcoin,volatility,phase4,counts__bitcoin,0.0
bitcoin,volatility,phase4,counts__dogecoin,0.0
bitcoin,volatility,phase4,counts__crypto,0.0
bitcoin,volatility,phase4,counts__ethereum,0.0
bitcoin,volatility,phase4,counts__spacex,0.02905655
bitcoin,volatility,phase4,counts__model,0.14297867
bitcoin,volatility,phase4,counts__cybertruck,2.4795532e-05
bitcoin,volatility,phase4,counts__starship,-0.0012111664
bitcoin,volatility,phase4,counts__buy,0.020742416
bitcoin,volatility,phase4,counts__sell,0.016296387
bitcoin,volatility,phase4,counts__likeCount,0.12583733
bitcoin,volatility,phase4,counts__quoteCount,-0.17665863
bitcoin,volatility,phase4,counts__retweetCount,-0.06357765
bitcoin,volatility,phase4,counts__replyCount,0.017837524
bitcoin,volatility,phase4,scores__neg,-0.23223114
bitcoin,volatility,phase4,scores__neu,0.33138084
bitcoin,volatility,phase4,scores__pos,0.87640953
bitcoin,volatility,phase4,scores__anger,0.05386734
bitcoin,volatility,phase4,scores__disgust,1.9125462
bitcoin,volatility,phase4,scores__fear,-0.09274292
bitcoin,volatility,phase4,scores__joy,0.3576107
bitcoin,volatility,phase4,scores__neutral,0.6217861
bitcoin,volatility,phase4,scores__sadness,-0.12404442
bitcoin,volatility,phase4,scores__surprise,-0.14078331
bitcoin,volatility,phase4,scores__news_social_concern,0.09325218
bitcoin,volatility,phase4,binary__no_tweets,0.0
bitcoin,volume,full,scores__Extroversion,-1.9033203
bitcoin,volume,full,scores__Neuroticism,-1.5769043
bitcoin,volume,full,scores__Agreeableness,-1.2609863
bitcoin,volume,full,scores__Conscientiousness,0.67407227
bitcoin,volume,full,scores__Openness,-3.1999512
bitcoin,volume,full,scores__arts_culture,9.664795
bitcoin,volume,full,scores__business_entrepreneurs,-1.5554199
bitcoin,volume,full,scores__celebrity_pop_culture,-5.258301
bitcoin,volume,full,scores__diaries_daily_life,-9.218018
bitcoin,volume,full,scores__family,11.09082
bitcoin,volume,full,scores__fashion_style,-4.055176
bitcoin,volume,full,scores__film_tv_video,5.362793
bitcoin,volume,full,scores__fitness_&_health,14.289307
bitcoin,volume,full,scores__food_&_dining,3.715088
bitcoin,volume,full,scores__gaming,-0.7229004
bitcoin,volume,full,scores__learning_educational,32.16455
bitcoin,volume,full,scores__music,-10.586182
bitcoin,volume,full,scores__other_hobbies,-8.63501
bitcoin,volume,full,scores__relationships,-4.1379395
bitcoin,volume,full,scores__science_technology,1.8669434
bitcoin,volume,full,scores__sports,-6.744629
bitcoin,volume,full,scores__travel_adventure,-6.849365
bitcoin,volume,full,scores__youth_student_life,7.3464355
bitcoin,volume,full,counts__tweet_count,1.7497559
bitcoin,volume,full,counts__nlp_tweet_count,4.809082
bitcoin,volume,full,counts__tesla,-0.3383789
bitcoin,volume,full,counts__stock,-0.3154297
bitcoin,volume,full,counts__market,-0.4753418
bitcoin,volume,full,counts__price,-0.020507812
bitcoin,volume,full,counts__profit,-0.69311523
bitcoin,volume,full,counts__loss,0.0048828125
bitcoin,volume,full,counts__revenue,1.5974121
bitcoin,volume,full,counts__inflation,0.89086914
bitcoin,volume,full,counts__interest,0.29614258
bitcoin,volume,full,counts__bitcoin,0.012939453
bitcoin,volume,full,counts__dogecoin,0.08105469
bitcoin,volume,full,counts__crypto,-0.3557129
bitcoin,volume,full,counts__ethereum,0.0
bitcoin,volume,full,counts__spacex,0.9499512
bitcoin,volume,full,counts__model,0.6689453
bitcoin,volume,full,counts__cybertruck,0.71191406
bitcoin,volume,full,counts__starship,-0.1262207
bitcoin,volume,full,counts__buy,5.6713867
bitcoin,volume,full,counts__sell,-0.015136719
bitcoin,volume,full,counts__likeCount,-7.6992188
bitcoin,volume,full,counts__quoteCount,-9.271484
bitcoin,volume,full,counts__retweetCount,1.3652344
bitcoin,volume,full,counts__replyCount,-11.792725
bitcoin,volume,full,scores__neg,-23.048096
bitcoin,volume,full,scores__neu,-2.4672852
bitcoin,volume,full,scores__pos,2.2092285
bitcoin,volume,full,scores__anger,6.9035645
bitcoin,volume,full,scores__disgust,6.9814453
bitcoin,volume,full,scores__fear,-12.650391
bitcoin,volume,full,scores__joy,-1.3552246
bitcoin,volume,full,scores__neutral,-1.4211426
bitcoin,volume,full,scores__sadness,-2.5639648
bitcoin,volume,full,scores__surprise,10.008301
bitcoin,volume,full,scores__news_social_concern,11.404785
bitcoin,volume,full,binary__no_tweets,0.1394043
bitcoin,volume,phase1,scores__Extroversion,0.6081543
bitcoin,volume,phase1,scores__Neuroticism,-0.05609131
bitcoin,volume,phase1,scores__Agreeableness,0.17797852
bitcoin,volume,phase1,scores__Conscientiousness,0.10064697
bitcoin,volume,phase1,scores__Openness,0.07598877
bitcoin,volume,phase1,scores__arts_culture,-0.088378906
bitcoin,volume,phase1,scores__business_entrepreneurs,-0.15820312
bitcoin,volume,phase1,scores__celebrity_pop_culture,-0.04083252
bitcoin,volume,phase1,scores__diaries_daily_life,0.22894287
bitcoin,volume,phase1,scores__family,0.4064331
bitcoin,volume,phase1,scores__fashion_style,-3.445984
bitcoin,volume,phase1,scores__film_tv_video,-0.76342773
bitcoin,volume,phase1,scores__fitness_&_health,-3.364441
bitcoin,volume,phase1,scores__food_&_dining,-0.14416504
bitcoin,volume,phase1,scores__gaming,-0.0041503906
bitcoin,volume,phase1,scores__learning_educational,0.60058594
bitcoin,volume,phase1,scores__music,0.2590332
bitcoin,volume,phase1,scores__other_hobbies,-0.53741455
bitcoin,volume,phase1,scores__relationships,-1.2228394
bitcoin,volume,phase1,scores__science_technology,-0.03540039
bitcoin,volume,phase1,scores__sports,-0.04510498
bitcoin,volume,phase1,scores__travel_adventure,-0.15081787
bitcoin,volume,phase1,scores__youth_student_life,0.030334473
bitcoin,volume,phase1,counts__tweet_count,0.07269287
bitcoin,volume,phase1,counts__nlp_tweet_count,-0.029907227
bitcoin,volume,phase1,counts__tesla,0.07659912
bitcoin,volume,phase1,counts__stock,0.0
bitcoin,volume,phase1,counts__market,0.0
bitcoin,volume,phase1,counts__price,0.02960205
bitcoin,volume,phase1,counts__profit,0.0
bitcoin,volume,phase1,counts__loss,0.0
bitcoin,volume,phase1,counts__revenue,0.0
bitcoin,volume,phase1,counts__inflation,0.0
bitcoin,volume,phase1,counts__interest,0.0
bitcoin,volume,phase1,counts__bitcoin,0.0
bitcoin,volume,phase1,counts__dogecoin,0.0
bitcoin,volume,phase1,counts__crypto,0.0
bitcoin,volume,phase1,counts__ethereum,0.0
bitcoin,volume,phase1,counts__spacex,-0.46673584
bitcoin,volume,phase1,counts__model,-0.45324707
bitcoin,volume,phase1,counts__cybertruck,0.0
bitcoin,volume,phase1,counts__starship,0.0
bitcoin,volume,phase1,counts__buy,-0.062072754
bitcoin,volume,phase1,counts__sell,0.10095215
bitcoin,volume,phase1,counts__likeCount,-2.0405273
bitcoin,volume,phase1,counts__quoteCount,-1.8522339
bitcoin,volume,phase1,counts__retweetCount,-0.6627197
bitcoin,volume,phase1,counts__replyCount,1.0275879
bitcoin,volume,phase1,scores__neg,2.4730225
bitcoin,volume,phase1,scores__neu,1.156189
bitcoin,volume,phase1,scores__pos,-1.7827759
bitcoin,volume,phase1,scores__anger,0.2578125
bitcoin,volume,phase1,scores__disgust,-2.8789062
bitcoin,volume,phase1,scores__fear,0.120910645
bitcoin,volume,phase1,scores__joy,-1.8023682
bitcoin,volume,phase1,scores__neutral,1.2767944
bitcoin,volume,phase1,scores__sadness,-3.289734
bitcoin,volume,phase1,scores__surprise,-1.1416016
bitcoin,volume,phase1,scores__news_social_concern,-0.39697266
bitcoin,volume,phase1,binary__no_tweets,2.1643066
bitcoin,volume,phase2,scores__Extroversion,-4.317749
bitcoin,volume,phase2,scores__Neuroticism,-0.45794678
bitcoin,volume,phase2,scores__Agreeableness,-0.017089844
bitcoin,volume,phase2,scores__Conscientiousness,1.1629639
bitcoin,volume,phase2,scores__Openness,-2.7559814
bitcoin,volume,phase2,scores__arts_culture,2.4399414
bitcoin,volume,phase2,scores__business_entrepreneurs,-0.8804321
bitcoin,volume,phase2,scores__celebrity_pop_culture,1.923523
bitcoin,volume,phase2,scores__diaries_daily_life,-0.8475342
bitcoin,volume,phase2,scores__family,5.9484253
bitcoin,volume,phase2,scores__fashion_style,0.068115234
bitcoin,volume,phase2,scores__film_tv_video,2.364685
bitcoin,volume,phase2,scores__fitness_&_health,-0.38006592
bitcoin,volume,phase2,scores__food_&_dining,1.3909912
bitcoin,volume,phase2,scores__gaming,2.9592896
bitcoin,volume,phase2,scores__learning_educational,4.48999
bitcoin,volume,phase2,scores__music,-2.2772217
bitcoin,volume,phase2,scores__other_hobbies,2.2340088
bitcoin,volume,phase2,scores__relationships,2.4951172
bitcoin,volume,phase2,scores__science_technology,5.247925
bitcoin,volume,phase2,scores__sports,-1.6715698
bitcoin,volume,phase2,scores__travel_adventure,2.3797607
bitcoin,volume,phase2,scores__youth_student_life,-3.4464111
bitcoin,volume,phase2,counts__tweet_count,-0.2935791
bitcoin,volume,phase2,counts__nlp_tweet_count,-0.27679443
bitcoin,volume,phase2,counts__tesla,-0.024536133
bitcoin,volume,phase2,counts__stock,0.0021972656
bitcoin,volume,phase2,counts__market,-0.0010986328
bitcoin,volume,phase2,counts__price,0.019714355
bitcoin,volume,phase2,counts__profit,0.0
bitcoin,volume,phase2,counts__loss,0.0
bitcoin,volume,phase2,counts__revenue,-0.08062744
bitcoin,volume,phase2,counts__inflation,-0.03668213
bitcoin,volume,phase2,counts__interest,0.0028076172
bitcoin,volume,phase2,counts__bitcoin,-0.004699707
bitcoin,volume,phase2,counts__dogecoin,0.34106445
bitcoin,volume,phase2,counts__crypto,0.0
bitcoin,volume,phase2,counts__ethereum,-0.121154785
bitcoin,volume,phase2,counts__spacex,-0.11920166
bitcoin,volume,phase2,counts__model,-0.014526367
bitcoin,volume,phase2,counts__cybertruck,0.07684326
bitcoin,volume,phase2,counts__starship,-0.09063721
bitcoin,volume,phase2,counts__buy,-0.04449463
bitcoin,volume,phase2,counts__sell,0.1428833
bitcoin,volume,phase2,counts__likeCount,1.0175171
bitcoin,volume,phase2,counts__quoteCount,0.28656006
bitcoin,volume,phase2,counts__retweetCount,0.73773193
bitcoin,volume,phase2,counts__replyCount,-0.024719238
bitcoin,volume,phase2,scores__neg,1.6102295
bitcoin,volume,phase2,scores__neu,2.128662
bitcoin,volume,phase2,scores__pos,-0.7905884
bitcoin,volume,phase2,scores__anger,-0.86590576
bitcoin,volume,phase2,scores__disgust,-0.07281494
bitcoin,volume,phase2,scores__fear,-0.75
bitcoin,volume,phase2,scores__joy,0.92840576
bitcoin,volume,phase2,scores__neutral,-2.077942
bitcoin,volume,phase2,scores__sadness,-1.0601196
bitcoin,volume,phase2,scores__surprise,-9.024353
bitcoin,volume,phase2,scores__news_social_concern,-7.422241
bitcoin,volume,phase2,binary__no_tweets,-0.1862793
bitcoin,volume,phase3,scores__Extroversion,-7.010498
bitcoin,volume,phase3,scores__Neuroticism,8.655518
bitcoin,volume,phase3,scores__Agreeableness,10.81543
bitcoin,volume,phase3,scores__Conscientiousness,-20.323486
bitcoin,volume,phase3,scores__Openness,-0.47143555
bitcoin,volume,phase3,scores__arts_culture,-0.8078613
bitcoin,volume,phase3,scores__business_entrepreneurs,9.643311
bitcoin,volume,phase3,scores__celebrity_pop_culture,-1.9477539
bitcoin,volume,phase3,scores__diaries_daily_life,16.507324
bitcoin,volume,phase3,scores__family,4.713623
bitcoin,volume,phase3,scores__fashion_style,10.355957
bitcoin,volume,phase3,scores__film_tv_video,-52.123047
bitcoin,volume,phase3,scores__fitness_&_health,-7.3615723
bitcoin,volume,phase3,scores__food_&_dining,9.831055
bitcoin,volume,phase3,scores__gaming,9.756592
bitcoin,volume,phase3,scores__learning_educational,-15.8967285
bitcoin,volume,phase3,scores__music,47.81128
bitcoin,volume,phase3,scores__other_hobbies,-18.117432
bitcoin,volume,phase3,scores__relationships,41.58496
bitcoin,volume,phase3,scores__science_technology,-0.75512695
bitcoin,volume,phase3,scores__sports,27.845459
bitcoin,volume,phase3,scores__travel_adventure,8.712891
bitcoin,volume,phase3,scores__youth_student_life,0.8186035
bitcoin,volume,phase3,counts__tweet_count,1.390625
bitcoin,volume,phase3,counts__nlp_tweet_count,-1.4753418
bitcoin,volume,phase3,counts__tesla,-1.8044434
bitcoin,volume,phase3,counts__stock,-3.279541
bitcoin,volume,phase3,counts__market,1.8708496
bitcoin,volume,phase3,counts__price,-1.6806641
bitcoin,volume,phase3,counts__profit,5.6367188
bitcoin,volume,phase3,counts__loss,5.4577637
bitcoin,volume,phase3,counts__revenue,3.2287598
bitcoin,volume,phase3,counts__inflation,6.0820312
bitcoin,volume,phase3,counts__interest,8.11084
bitcoin,volume,phase3,counts__bitcoin,-0.20239258
bitcoin,volume,phase3,counts__dogecoin,0.0
bitcoin,volume,phase3,counts__crypto,0.30371094
bitcoin,volume,phase3,counts__ethereum,0.0
bitcoin,volume,phase3,counts__spacex,-15.864258
bitcoin,volume,phase3,counts__model,-3.9892578
bitcoin,volume,phase3,counts__cybertruck,3.640625
bitcoin,volume,phase3,counts__starship,-0.46020508
bitcoin,volume,phase3,counts__buy,1.9299316
bitcoin,volume,phase3,counts__sell,5.251709
bitcoin,volume,phase3,counts__likeCount,0.6418457
bitcoin,volume,phase3,counts__quoteCount,0.8027344
bitcoin,volume,phase3,counts__retweetCount,-1.2927246
